source_lang,target_lang,source_term,target_term,category
en,zh,Class A IP address,A 类 IP 地址,微软术语
en,zh,Virtual Machine Manager,Virtual Machine Manager,微软术语
en,zh,Microsoft System Center Virtual Machine Manager,Microsoft System Center Virtual Machine Manager,微软术语
en,zh,SCVMM,SCVMM,微软术语
en,zh,System Center Virtual Machine Manager,System Center Virtual Machine Manager,微软术语
en,zh,culture,区域性,微软术语
en,zh,calibration,校准,微软术语
en,zh,PCI expansion slot,PCI 扩展槽,微软术语
en,zh,working directory,工作目录,微软术语
en,zh,tab set,选项卡集,微软术语
en,zh,array processor,数组处理器,微软术语
en,zh,Folk-Rock,民谣摇滚,微软术语
en,zh,Tag and Ship,标记和发货,微软术语
en,zh,saddle stitch,骑马订,微软术语
en,zh,network service,网络服务,微软术语
en,zh,infect,感染,微软术语
en,zh,Audio Video Interleaved,音频视频交错,微软术语
en,zh,AVI,AVI,微软术语
en,zh,sequential execution,顺序执行,微软术语
en,zh,content class,内容类,微软术语
en,zh,Dialing,正在拨号,微软术语
en,zh,Ledger Sheets,分类帐单,微软术语
en,zh,window glass,半透明窗口,微软术语
en,zh,glass,玻璃,微软术语
en,zh,portable device,便携设备,微软术语
en,zh,length,长度,微软术语
en,zh,work item type,工作项类型,微软术语
en,zh,late binding,晚期绑定,微软术语
en,zh,dynamic binding,动态绑定,微软术语
en,zh,kit line,配套行,微软术语
en,zh,direct access,直接访问,微软术语
en,zh,italic,倾斜,微软术语
en,zh,program event,程序事件,微软术语
en,zh,event,事件,微软术语
en,zh,general ledger,总帐,微软术语
en,zh,GL,GL,微软术语
en,zh,clip creation,制作剪辑,微软术语
en,zh,graphic region,图形区域,微软术语
en,zh,multipass texture blending,多纹理混合,微软术语
en,zh,dependent program,从属程序,微软术语
en,zh,risk trigger,风险诱因,微软术语
en,zh,tunnel,隧道,微软术语
en,zh,input language,输入语言,微软术语
en,zh,SRK,SRK,微软术语
en,zh,storage root key,存储根密钥,微软术语
en,zh,freeform language,自由格式语言,微软术语
en,zh,free-form language,自由格式语言,微软术语
en,zh,security context,安全性上下文,微软术语
en,zh,broadband modem,宽带调制解调器,微软术语
en,zh,range query,范围查询,微软术语
en,zh,book value,帐面价值,微软术语
en,zh,bumper advertisements,贴片广告,微软术语
en,zh,Web synchronization,Web 同步,微软术语
en,zh,compound statement,复合语句,微软术语
en,zh,conversation,对话,微软术语
en,zh,parent content type template,父级内容类型模板,微软术语
en,zh,conversation mode,对话模式,微软术语
en,zh,master project plan,主项目计划,微软术语
en,zh,CPU speed,CPU 速度,微软术语
en,zh,Layer Two Tunneling Protocol,第二层隧道协议,微软术语
en,zh,L2TP,L2TP,微软术语
en,zh,secure password authentication,安全密码验证,微软术语
en,zh,business,业务,微软术语
en,zh,sensor glove,传感式手套,微软术语
en,zh,codec,压缩解压缩程序,微软术语
en,zh,transactional message,事务性消息,微软术语
en,zh,dialog unit,对话框单位,微软术语
en,zh,queue time before,之前的排队时间,微软术语
en,zh,unique index,唯一索引,微软术语
en,zh,character density,字符密度,微软术语
en,zh,baud,波特,微软术语
en,zh,data structure,数据结构,微软术语
en,zh,active scripting,活动脚本,微软术语
en,zh,Business Contact Manager database,Business Contact Manager 数据库,微软术语
en,zh,diagramming feature,图表绘制功能,微软术语
en,zh,Switch Video,切换视频,微软术语
en,zh,WSH,WSH,微软术语
en,zh,Windows Script Host,Windows 脚本宿主,微软术语
en,zh,first name,名,微软术语
en,zh,mood definition,状态定义,微软术语
en,zh,Organization Chart Add-in for Microsoft® Office programs,Microsoft® Office 组织结构图加载项,微软术语
en,zh,APC,APC,微软术语
en,zh,asynchronous procedure call,异步过程调用,微软术语
en,zh,communication pathway,通信路径,微软术语
en,zh,unit of measure,度量单位,微软术语
en,zh,terminator,终止符,微软术语
en,zh,dirty page,脏页,微软术语
en,zh,Offline Contacts,脱机联系人,微软术语
en,zh,text frame,文本框,微软术语
en,zh,Gangsta,黑帮,微软术语
en,zh,Mature content,成人内容,微软术语
en,zh,tax liability,应交税金,微软术语
en,zh,update lock,更新锁,微软术语
en,zh,search folder,搜索文件夹,微软术语
en,zh,text,文本,微软术语
en,zh,tracing,跟踪,微软术语
en,zh,startup environment,启动环境,微软术语
en,zh,in-place activation,就地激活,微软术语
en,zh,in-place editing,就地编辑,微软术语
en,zh,visual editing,可视编辑,微软术语
en,zh,foreseeable loss,可预见损失,微软术语
en,zh,Internet service manager,Internet 服务管理器,微软术语
en,zh,Windows Memory Tester,Windows 内存测试程序,微软术语
en,zh,formula,公式,微软术语
en,zh,desktop publishing,桌面版,微软术语
en,zh,peer,对等,微软术语
en,zh,DirectX,DirectX,微软术语
en,zh,fixed-size virtual hard disk,固定大小虚拟硬盘,微软术语
en,zh,NUMBER SIGN,数字记号(#),微软术语
en,zh,pound key,井号键,微软术语
en,zh,outline font,矢量字,微软术语
en,zh,browser-safe,浏览器兼容,微软术语
en,zh,browser safe,浏览器兼容,微软术语
en,zh,short-term debt,短期债务,微软术语
en,zh,virtual machine self-service,虚拟机自助服务,微软术语
en,zh,Web Pool Agent,Web Pool Agent,微软术语
en,zh,opportunistic lock,操作锁定,微软术语
en,zh,paging file,页面文件,微软术语
en,zh,page file,页面文件,微软术语
en,zh,pagefile,页面文件,微软术语
en,zh,swap file,交换文件,微软术语
en,zh,international list,国际列表,微软术语
en,zh,exit criteria,退出条件,微软术语
en,zh,payment method,付款方式,微软术语
en,zh,image map,图像映射,微软术语
en,zh,clickable map,可点击映射,微软术语
en,zh,time server,时间服务器,微软术语
en,zh,authenticator,验证器,微软术语
en,zh,AOL exploit,AOL exploit,微软术语
en,zh,Rich Text Format,RTF 格式,微软术语
en,zh,RTF,RTF,微软术语
en,zh,RTF file format,RTF 文件格式,微软术语
en,zh,system channel,系统通道,微软术语
en,zh,unit test,单元测试,微软术语
en,zh,qualifying license,合格的许可证,微软术语
en,zh,transaction processing,事务处理,微软术语
en,zh,TP,TP,微软术语
en,zh,DOTTED OBELOS,DOTTED OBELOS,微软术语
en,zh,cache hit,缓存命中,微软术语
en,zh,MA 15+,MA 15+,微软术语
en,zh,Affiliation Changed,附属关系改变,微软术语
en,zh,data bind,数据绑定,微软术语
en,zh,hotspot,热点,微软术语
en,zh,Wi-Fi hotspot,WLAN 热点,微软术语
en,zh,Type 1 fonts,Type 3 字体,微软术语
en,zh,beta,beta,微软术语
en,zh,assignment statement,赋值语句,微软术语
en,zh,multihomed computer,多宿主计算机,微软术语
en,zh,Microsoft® Office Multi-Language Pack 2007,Microsoft® Office 多语言包 2007,微软术语
en,zh,unboxing,取消装箱,微软术语
en,zh,Display Configuration wizard,显示配置向导,微软术语
en,zh,undo,撤消,微软术语
en,zh,command bar control,命令栏控件,微软术语
en,zh,backplane,底板,微软术语
en,zh,product key,产品密钥,微软术语
en,zh,mail relaying,邮件中继,微软术语
en,zh,development task,开发任务,微软术语
en,zh,structure,结构,微软术语
en,zh,counter,计数器,微软术语
en,zh,contention,争用,微软术语
en,zh,impersonation token,模拟令牌,微软术语
en,zh,text query,文本查询,微软术语
en,zh,child element,子元素,微软术语
en,zh,bound control,绑定控件,微软术语
en,zh,Hardware Inventory Client Agent,硬件清单客户端代理,微软术语
en,zh,event publisher,事件发布程序,微软术语
en,zh,address book,通讯簿,微软术语
en,zh,Options,选项,微软术语
en,zh,logarithm,对数,微软术语
en,zh,global template,全局模板,微软术语
en,zh,Author Lists right,作者列表权限,微软术语
en,zh,articulation,清晰度,微软术语
en,zh,MAPI,MAPI,微软术语
en,zh,Messaging Application Programming Interface,消息处理应用程序编程接口,微软术语
en,zh,allocation unit,分配单元,微软术语
en,zh,cluster,簇,微软术语
en,zh,generic type definition,泛型类型定义,微软术语
en,zh,fill,填充,微软术语
en,zh,W3,W3,微软术语
en,zh,Web,网站/网页/Web,微软术语
en,zh,World Wide Web,万维网,微软术语
en,zh,WWW,WWW,微软术语
en,zh,address mask,地址掩码,微软术语
en,zh,least privilege administration,最小特权管理,微软术语
en,zh,connection object,连接对象,微软术语
en,zh,emissive material,放射材料,微软术语
en,zh,conversation group,会话组,微软术语
en,zh,transpose,转置,微软术语
en,zh,normalize,规范化,微软术语
en,zh,procedure call,过程调用,微软术语
en,zh,ECMA,ECMA,微软术语
en,zh,Ecma International,Ecma International,微软术语
en,zh,GREATER-THAN OR EQUAL TO,大于或等于,微软术语
en,zh,greater than or equal to sign,大于等于号,微软术语
en,zh,bug report,Bug 报告,微软术语
en,zh,results list,结果列表,微软术语
en,zh,common type system,通用类型系统,微软术语
en,zh,site link,站点链接,微软术语
en,zh,custom phrase,自定义词组,微软术语
en,zh,clipping path,剪切路径,微软术语
en,zh,action table,操作表,微软术语
en,zh,type inference,类型推理,微软术语
en,zh,standard error,标准错误,微软术语
en,zh,STDERR,STDERR,微软术语
en,zh,InfoBar,信息栏,微软术语
en,zh,precomputed partition,预计算分区,微软术语
en,zh,Smiley Button,笑脸按钮,微软术语
en,zh,Appointment Book,约会登记薄,微软术语
en,zh,trail,痕迹,微软术语
en,zh,Connector,连接器,微软术语
en,zh,patching,修补,微软术语
en,zh,user-defined style,用户定义的样式,微软术语
en,zh,trusted connection,信任连接,微软术语
en,zh,memory address,内存地址,微软术语
en,zh,wizard,向导,微软术语
en,zh,step-by-step guide,分步指南,微软术语
en,zh,space,空间,微软术语
en,zh,Team,组,微软术语
en,zh,batch file,批文件,微软术语
en,zh,batch program,批处理程序,微软术语
en,zh,type declaration,类型声明,微软术语
en,zh,IEEE 1394 connector,IEEE 1394 连接器,微软术语
en,zh,splitting,拆分,微软术语
en,zh,column break,分栏符,微软术语
en,zh,hardware,硬件,微软术语
en,zh,Microsoft Disk Operating System,Microsoft 磁盘操作系统,微软术语
en,zh,double-density disk,双密度盘,微软术语
en,zh,check-in note,签入说明,微软术语
en,zh,UI,UI,微软术语
en,zh,user interface,用户界面,微软术语
en,zh,end address,结束地址,微软术语
en,zh,object owner,对象所有者,微软术语
en,zh,data cleaning,数据清理,微软术语
en,zh,Windows Fax and Scan,Windows 传真和扫描,微软术语
en,zh,task request,任务请求,微软术语
en,zh,language identifier,语言标识符,微软术语
en,zh,LID,LID,微软术语
en,zh,LANGID,LANGID,微软术语
en,zh,Language ID,语言 ID,微软术语
en,zh,cross-functional flowchart,跨职能流程图,微软术语
en,zh,smart card profile,智能卡配置文件,微软术语
en,zh,Delete,删除,微软术语
en,zh,uninterruptible power supply,不间断电源,微软术语
en,zh,UPS,UPS,微软术语
en,zh,Live Meeting Manager,Live Meeting 管理器,微软术语
en,zh,property inspector,属性检查器,微软术语
en,zh,logical printer,逻辑打印机,微软术语
en,zh,planned production order,计划生产订单,微软术语
en,zh,My Queries,我的查询,微软术语
en,zh,macro,宏,微软术语
en,zh,unique volume name,唯一卷名称,微软术语
en,zh,inbound dock,进货台,微软术语
en,zh,BizTalk BAS Users,BAS 业务用户角色,微软术语
en,zh,mesh,网格,微软术语
en,zh,Data Merge Manager,数据合并管理器,微软术语
en,zh,DRC hit,DRC 命中,微软术语
en,zh,MHTML,MHTML,微软术语
en,zh,root host group,根主机组,微软术语
en,zh,function declaration,函数声明,微软术语
en,zh,Common RSS Feed List,通用 RSS 源列表,微软术语
en,zh,pop-up control,弹出式控件,微软术语
en,zh,active volume,活动卷,微软术语
en,zh,available memory,可用内存,微软术语
en,zh,available disk space,可用磁盘空间,微软术语
en,zh,VCR,VCR,微软术语
en,zh,video cassette recorder,录像机,微软术语
en,zh,unzip,解压缩,微软术语
en,zh,reflector,发送程序,微软术语
en,zh,confirmation page,确认网页,微软术语
en,zh,assertion,断言,微软术语
en,zh,assertion statement,断言语句,微软术语
en,zh,assert statement,断言语句,微软术语
en,zh,upload,上传,微软术语
en,zh,tab stop,制表位,微软术语
en,zh,multiplexing,多路复用,微软术语
en,zh,speed dial,快速拨号,微软术语
en,zh,speed dial key,快速拨号键,微软术语
en,zh,job template,作业模板,微软术语
en,zh,provider,提供程序,微软术语
en,zh,Presentation panel,演示文稿面板,微软术语
en,zh,moving border,移动边框,微软术语
en,zh,FV,FV,微软术语
en,zh,fantasy violence,幻想暴力,微软术语
en,zh,Administrators group,管理员组,微软术语
en,zh,General,常规,微软术语
en,zh,Antigen Enterprise Manager,Antigen 企业管理器,微软术语
en,zh,AEM,AEM,微软术语
en,zh,Microsoft Office Ready,Microsoft Office Ready,微软术语
en,zh,Office Ready,Office Ready,微软术语
en,zh,PnP device,即插即用设备,微软术语
en,zh,Plug and Play,即插即用,微软术语
en,zh,BOOTP,BOOTP,微软术语
en,zh,bootstrap protocol,Bootstrap 协议,微软术语
en,zh,byte,字节,微软术语
en,zh,false positive,误报,微软术语
en,zh,locked cell,锁定的单元格,微软术语
en,zh,pitch,间距,微软术语
en,zh,knockout,挖空,微软术语
en,zh,picking list,领料单,微软术语
en,zh,administrator role,管理员角色,微软术语
en,zh,open content model,开放内容模型,微软术语
en,zh,App Default Config resource,应用程序默认配置资源,微软术语
en,zh,m-node,m 节点,微软术语
en,zh,ASCII apostrophe,单引号,微软术语
en,zh,theme,主题,微软术语
en,zh,antivirus stamping,防病毒标记,微软术语
en,zh,microcomputer,微型计算机,微软术语
en,zh,notification,通知,微软术语
en,zh,balloon tip,气球状提示,微软术语
en,zh,conditional formatting,条件格式,微软术语
en,zh,form header,窗体页眉,微软术语
en,zh,Filter By Selection,按选定内容筛选,微软术语
en,zh,connect charge,连接费用,微软术语
en,zh,stacked fraction,分数(竖式),微软术语
en,zh,mock-up,模型,微软术语
en,zh,in-house,内部的,微软术语
en,zh,edge firewall,边缘防火墙,微软术语
en,zh,Whipped Cream Filling Button,奶油夹心按钮,微软术语
en,zh,ordinal number,序号,微软术语
en,zh,Monitoring Central,监控中心,微软术语
en,zh,logical server endpoint,逻辑服务器终结点,微软术语
en,zh,tablet cursor,光标,微软术语
en,zh,Syspart,Syspart,微软术语
en,zh,confirmed ship date,已确认的装运日期,微软术语
en,zh,multiple-level category labels,多级分类标志,微软术语
en,zh,reach,覆盖范围,微软术语
en,zh,report history snapshot,报表历史记录快照,微软术语
en,zh,run time,运行时,微软术语
en,zh,bad syntax,错误语法,微软术语
en,zh,provisioning,设置,微软术语
en,zh,custom plug-in,自定义插件,微软术语
en,zh,hold,保留,微软术语
en,zh,black box test,黑盒测试,微软术语
en,zh,Berkeley Internet Name Domain,Berkeley Internet 域名系统,微软术语
en,zh,per-user control,每用户控件,微软术语
en,zh,Windows password,Windows 密码,微软术语
en,zh,incremental update,增量更新,微软术语
en,zh,format,格式,微软术语
en,zh,option-set appearance,选项集外观,微软术语
en,zh,local user,本地用户,微软术语
en,zh,remote procedure call,远程过程调用,微软术语
en,zh,RPC,RPC,微软术语
en,zh,reserved character,保留字符,微软术语
en,zh,combo box,组合框,微软术语
en,zh,combo box control,组合框控件,微软术语
en,zh,virtual address,虚拟地址,微软术语
en,zh,saved requisition,保存的申请,微软术语
en,zh,right-click,右键单击,微软术语
en,zh,right click,右键单击,微软术语
en,zh,transformation output,转换输出,微软术语
en,zh,MIDI,MIDI,微软术语
en,zh,Musical Instrument Digital Interface,乐器数字接口,微软术语
en,zh,equipment,设备,微软术语
en,zh,reference rasterizer,参考光栅器,微软术语
en,zh,direct connect,直接连接,微软术语
en,zh,requery,再次查询,微软术语
en,zh,jump table,转移表,微软术语
en,zh,wave,波,微软术语
en,zh,federated contact,联盟联系人,微软术语
en,zh,page setup,页面设置,微软术语
en,zh,parent,父,微软术语
en,zh,hot zone,热点区域,微软术语
en,zh,data label,数据标签,微软术语
en,zh,feature pack,功能包,微软术语
en,zh,catalog views,目录视图,微软术语
en,zh,vertical scan rate,垂直扫描速率,微软术语
en,zh,vertical sync,垂直同步,微软术语
en,zh,race condition,争用条件,微软术语
en,zh,History worksheet,冲突日志工作表,微软术语
en,zh,unpublished site,未发布的站点,微软术语
en,zh,version control,版本控制,微软术语
en,zh,roaming service,漫游服务,微软术语
en,zh,Announcements,公告,微软术语
en,zh,device stack,设备堆栈,微软术语
en,zh,adapter,适配器,微软术语
en,zh,transport adapter,传输适配器,微软术语
en,zh,agentless managed computer,无代理托管计算机,微软术语
en,zh,field marshaller,字段封送处理程序,微软术语
en,zh,test type,测试类型,微软术语
en,zh,Trusted Root Certification Authorities,受信任的根证书颁发机构,微软术语
en,zh,People Near Me,网络邻居,微软术语
en,zh,private fix,非正式修补程序,微软术语
en,zh,progressive disclosure,渐进式公开,微软术语
en,zh,interop assembly,互操作程序集,微软术语
en,zh,point-and-click,点击,微软术语
en,zh,metafile,元文件,微软术语
en,zh,virtual cluster,虚拟群集,微软术语
en,zh,content size,内容大小,微软术语
en,zh,error message,错误消息,微软术语
en,zh,red-green-blue,红-绿-蓝,微软术语
en,zh,RGB,RGB,微软术语
en,zh,depreciation book,折旧帐簿,微软术语
en,zh,write cache,写入高速缓存,微软术语
en,zh,write-behind cache,写入前高速缓存,微软术语
en,zh,Tablet PC Input Panel icon,Tablet PC 输入面板图标,微软术语
en,zh,monitor,监视器,微软术语
en,zh,refactoring,重构,微软术语
en,zh,hop,跃点,微软术语
en,zh,serial processing,串行处理,微软术语
en,zh,payment terms,付款方式,微软术语
en,zh,paging,分页,微软术语
en,zh,catalog expression,目录表达式,微软术语
en,zh,beginner,初级,微软术语
en,zh,fact base,事实库,微软术语
en,zh,alias,别名,微软术语
en,zh,packet distribution service,数据包分发服务,微软术语
en,zh,function procedure,Function 过程,微软术语
en,zh,on-hand,现有量,微软术语
en,zh,Workflow Manager,工作流程管理器,微软术语
en,zh,equation,方程式,微软术语
en,zh,Product Development Planning,产品开发规划,微软术语
en,zh,finite property,有限属性,微软术语
en,zh,limited properties of work centers,工作中心的有限属性,微软术语
en,zh,in-country number format,国家/地区内号码格式,微软术语
en,zh,in-country/region number format,国家/地区内号码格式,微软术语
en,zh,expression,表达式,微软术语
en,zh,language expression,语言表达式,微软术语
en,zh,Microsoft® Office Groove® 2007,Microsoft® Office Groove® 2007,微软术语
en,zh,caption section,标题节,微软术语
en,zh,partially trusted,部分信任的,微软术语
en,zh,cross hair,十字准线,微软术语
en,zh,risk symptom,风险描述,微软术语
en,zh,workforce,劳动力,微软术语
en,zh,Human Resources Information System Implementation,实施人力资源信息系统,微软术语
en,zh,origin server,源服务器,微软术语
en,zh,conversation window,对话窗口,微软术语
en,zh,Enterprise Edition pool,Enterprise Edition 池,微软术语
en,zh,account number,客户编号,微软术语
en,zh,Business Contact Manager for Microsoft® Office Outlook® 2007,Business Contact Manager for Microsoft® Office Outlook® 2007,微软术语
en,zh,memory leak,内存泄漏,微软术语
en,zh,issuing certificate,颁发证书,微软术语
en,zh,voice navigation,语音导航,微软术语
en,zh,primary mouse button,主鼠标按钮,微软术语
en,zh,left mouse button,鼠标左键,微软术语
en,zh,connector queue,连接器队列,微软术语
en,zh,outbound proxy,出站代理,微软术语
en,zh,outgoing proxy,传出代理,微软术语
en,zh,%WINDIR%,%WINDIR%,微软术语
en,zh,nested query,嵌套查询,微软术语
en,zh,subquery,子查询,微软术语
en,zh,KB,知识库(KB),微软术语
en,zh,kilobyte,千字节,微软术语
en,zh,temporary stored procedure,临时存储过程,微软术语
en,zh,temporary procedure,临时程序,微软术语
en,zh,detail field,明细字段,微软术语
en,zh,volume label,卷标,微软术语
en,zh,video compression,视频压缩,微软术语
en,zh,fixed file location,绝对文件位置,微软术语
en,zh,M,M,微软术语
en,zh,Mature,成人,微软术语
en,zh,heap,堆,微软术语
en,zh,NetBEUI,NetBEUI,微软术语
en,zh,NetBIOS Extended User Interface,NetBIOS增强型用户接口,微软术语
en,zh,appropriation,拨款,微软术语
en,zh,form instance,表单实例,微软术语
en,zh,declarative programming,声明性编程,微软术语
en,zh,Internet Database Connector,Internet 数据库连接器,微软术语
en,zh,SMS Executive,SMS Executive,微软术语
en,zh,opt in,选择加入,微软术语
en,zh,Office Web Components,Office Web Components,微软术语
en,zh,management mode,管理模式,微软术语
en,zh,indexer,索引器,微软术语
en,zh,default zone,默认区域,微软术语
en,zh,MOM Database Server,MOM 数据库服务器,微软术语
en,zh,cascading hubs,级联式集线器,微软术语
en,zh,Help Improvement program,帮助改进计划,微软术语
en,zh,Workgroup Template,工作组模板,微软术语
en,zh,accessibility aid,辅助工具,微软术语
en,zh,legend keys,图例项标示,微软术语
en,zh,Windows NT,Windows NT,微软术语
en,zh,Wired AutoConfig Service,有线自动配置服务,微软术语
en,zh,accessory,附件,微软术语
en,zh,peripheral,外设,微软术语
en,zh,Monitoring Plug-in for Report Designer,报表设计器监控插件,微软术语
en,zh,customize,自定义,微软术语
en,zh,menu item,菜单项,微软术语
en,zh,Bucket tool,颜料桶工具,微软术语
en,zh,Tribal,部落音乐,微软术语
en,zh,predefined dimension,预定义维度,微软术语
en,zh,localization,本地化,微软术语
en,zh,VBA,VBA,微软术语
en,zh,Visual Basic for Applications,Visual Basic for Applications,微软术语
en,zh,WDL,WDL,微软术语
en,zh,Microsoft Windows Driver Library,Microsoft Windows 驱动程序库,微软术语
en,zh,Windows Driver Library,Windows 驱动程序库,微软术语
en,zh,Key Recovery Agent,Key Recovery Agent,微软术语
en,zh,KRA,KRA,微软术语
en,zh,refurbish,翻新,微软术语
en,zh,Budget Monitoring,预算监控,微软术语
en,zh,Internet Protocol,Internet 协议,微软术语
en,zh,IP,IP,微软术语
en,zh,category,类别,微软术语
en,zh,style,样式,微软术语
en,zh,hardware button,硬件按钮,微软术语
en,zh,UDP resend,UDP 重发,微软术语
en,zh,Standard Sender,标准发送程序,微软术语
en,zh,fetch,提取,微软术语
en,zh,flat screen monitor,平面监视器,微软术语
en,zh,gross profit,毛利润,微软术语
en,zh,gross margin,毛利率,微软术语
en,zh,browser,浏览器,微软术语
en,zh,Web browser,web 浏览器,微软术语
en,zh,Quarantine Server,隔离服务器,微软术语
en,zh,QS,QS,微软术语
en,zh,multi-function printer,多功能打印机,微软术语
en,zh,committed memory,提交的内存,微软术语
en,zh,handheld scanner,手持式扫描仪,微软术语
en,zh,carbon copy,抄送,微软术语
en,zh,cc,cc,微软术语
en,zh,spinlock,旋转锁,微软术语
en,zh,text window,文本窗口,微软术语
en,zh,manual,手动,微软术语
en,zh,offline mode,脱机模式,微软术语
en,zh,scripting interface,脚本接口,微软术语
en,zh,cable modem,电缆调制解调器,微软术语
en,zh,interruptible orchestration,可中断业务流程,微软术语
en,zh,throttling,限制,微软术语
en,zh,request throttling,请求限制,微软术语
en,zh,calculation condition,计算条件,微软术语
en,zh,whois client,whois 客户端,微软术语
en,zh,subject,主题,微软术语
en,zh,back order,订单缺货,微软术语
en,zh,soft start,软启动,微软术语
en,zh,e-service,电子服务,微软术语
en,zh,server address,服务器地址,微软术语
en,zh,XMP,XMP,微软术语
en,zh,eXtensible Metadata Platform,eXtensible Metadata Platform,微软术语
en,zh,video capture board,视频捕获板,微软术语
en,zh,video capture card,视频捕获卡,微软术语
en,zh,video capture device,视频捕获设备,微软术语
en,zh,corrupted prefix pattern,损坏的前缀模式,微软术语
en,zh,portable executable file,可移植可执行文件,微软术语
en,zh,PE file,PE 文件,微软术语
en,zh,edge server,边缘服务器,微软术语
en,zh,finite scheduling,有限计划编制,微软术语
en,zh,finite loading,有限加载,微软术语
en,zh,Win32 API,Win32 API,微软术语
en,zh,access speed,访问速度,微软术语
en,zh,access time,存取时间,微软术语
en,zh,disk access time,磁盘访问时间,微软术语
en,zh,variance,差异,微软术语
en,zh,collating sort,合并排序,微软术语
en,zh,iteration length,迭代长度,微软术语
en,zh,weak password,弱密码,微软术语
en,zh,Saved networks,保存的网络,微软术语
en,zh,design once,一次设计,微软术语
en,zh,access number,访问号码,微软术语
en,zh,Text Display Size,文本显示大小,微软术语
en,zh,Replication ID,复制 ID,微软术语
en,zh,GUID,GUID,微软术语
en,zh,universally unique identifier,全局唯一标识符,微软术语
en,zh,globally unique identifier,全局唯一标识符,微软术语
en,zh,UUID,UUID,微软术语
en,zh,unique identifier,唯一标识符,微软术语
en,zh,Global Universal Identification,全局通用标识,微软术语
en,zh,clustered server,群集服务器,微软术语
en,zh,bleed setting,出血设置,微软术语
en,zh,All Contacts,所有联系人,微软术语
en,zh,wireless LAN,无线 LAN,微软术语
en,zh,clock doubling,双时钟,微软术语
en,zh,BNC connector,BNC 连接器,微软术语
en,zh,structural editing,结构化编辑,微软术语
en,zh,relative coordinates,相对坐标,微软术语
en,zh,Microsoft® Core CAL Suite,Microsoft® Core CAL Suite,微软术语
en,zh,Fill Transform,填充转换,微软术语
en,zh,consumer,使用者,微软术语
en,zh,video RAM,视频随机存储器,微软术语
en,zh,set up,设置,微软术语
en,zh,commission a tag,添加标记,微软术语
en,zh,managed folder mailbox assistant,托管文件夹邮箱助理,微软术语
en,zh,Managed Folder Assistant,托管文件夹助理,微软术语
en,zh,legacy,旧功能,微软术语
en,zh,noncontiguous namespace,分离命名空间,微软术语
en,zh,CF card,CF 卡,微软术语
en,zh,CompactFlash card,CompactFlash 卡,微软术语
en,zh,Microsoft® Office SharePoint® Designer 2007,Microsoft® Office SharePoint® Designer 2007,微软术语
en,zh,smart card reader,智能卡读卡器,微软术语
en,zh,mixed cell reference,混合的单元格交叉引用,微软术语
en,zh,control point,控制点,微软术语
en,zh,load-balanced Web server,负载均衡 Web 服务器,微软术语
en,zh,Getting Started pane,入门窗格,微软术语
en,zh,MS-DOS prompt,MS-DOS 提示符,微软术语
en,zh,status alert,状态通知,微软术语
en,zh,set intersection,交集,微软术语
en,zh,Bourne shell,Bourne 外壳,微软术语
en,zh,constraint,约束,微软术语
en,zh,TAB key,TAB 键,微软术语
en,zh,Universal Receiver Transmitter,通用收发器,微软术语
en,zh,URT,URT,微软术语
en,zh,autoformat,自动格式化,微软术语
en,zh,log listener,日志侦听器,微软术语
en,zh,username,用户名,微软术语
en,zh,user name,用户名,微软术语
en,zh,Microsoft Office Live Essentials,Microsoft® Office Live Essentials,微软术语
en,zh,worksheet,工作表,微软术语
en,zh,good laboratory practice,药品非临床研究管理规范,微软术语
en,zh,Home Use Rights,家用许可,微软术语
en,zh,User Name Mapping,用户名映射,微软术语
en,zh,Real-Time Protocol,实时协议,微软术语
en,zh,RTP,RTP,微软术语
en,zh,Real-Time Transport Protocol,实时传输协议,微软术语
en,zh,quantitative assessment,定量评估,微软术语
en,zh,caching-only server,纯高速缓存服务器,微软术语
en,zh,Compatibility Report,兼容性报告,微软术语
en,zh,electronic signature,电子签名,微软术语
en,zh,code access security,代码访问安全性,微软术语
en,zh,thousand separator,千位分隔符,微软术语
en,zh,Connection Manager Administration Kit,连接管理器管理工具包,微软术语
en,zh,CMAK,CMAK,微软术语
en,zh,ESR,ESR,微软术语
en,zh,oversampling,过度采样,微软术语
en,zh,database column value,数据库列值,微软术语
en,zh,issue date,颁发日期,微软术语
en,zh,VBScript,VBScript,微软术语
en,zh,Visual Basic Scripting Edition,Visual Basic Scripting Edition,微软术语
en,zh,silent,静音模式,微软术语
en,zh,fidelity,保真,微软术语
en,zh,touch pad,触摸板,微软术语
en,zh,touchpad,触摸板,微软术语
en,zh,discount list,折扣表,微软术语
en,zh,start,启动,微软术语
en,zh,XMS,XMS,微软术语
en,zh,overhead time,系统开销时间,微软术语
en,zh,To-Do Bar,待办事项栏,微软术语
en,zh,VAT ID,增值税 ID,微软术语
en,zh,external drive,外部驱动器,微软术语
en,zh,partial type,分部类型,微软术语
en,zh,Telephony Conferencing Server,电话会议服务器,微软术语
en,zh,price,价格,微软术语
en,zh,ATM,ATM,微软术语
en,zh,asynchronous transfer mode,ATM,微软术语
en,zh,void,无效,微软术语
en,zh,scorecard,记分卡,微软术语
en,zh,Virtual Machine Manager toolbar,Virtual Machine Manager 工具栏,微软术语
en,zh,subscription scheduled rule,订阅预定规则,微软术语
en,zh,point-in-time recovery,时点恢复,微软术语
en,zh,PITR,PITR,微软术语
